#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,s,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,#,.,.,.,.,.,.,#,.,.,.,.,.,#,#,#,#,.,#,.,.,.,.,.,.,#,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,#,#,.,.,.,.,#,.,.,.,#,.,#,#,#,#,#,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,#,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,#,#,#,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,.,#,#,#,.,.
#,#,.,#,#,#,#,.,.,.,#,#,.,#,#,.,#,#,.,.,.,.,.,.,#,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,#,.,#,#,#,.,#,.,#,#,.,.,.,#,#,.,#,#,.,#,.,#,.,.,.,#,.,.,#,.,#,#,#,.,#,#,#,.,#,#,.,.,.,#,#,#,#,#,.,#,.,#,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,#,.,#,.,.,#,#,#,.,.,#,#,.,.,.,#,.,#,#,#,.,.,.,.,#,.,.,#,#,#,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,#,#,#,#,#,#,#,#,#,.,#,.,#,#,.,#,.,#,#,.,#,#,.,#,.,#,.,#,#,.,#,.,#,.,#,.,#,#,#,.,#,.,.,.,#,#,#,#,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,.,#,#,.,.,.,#,.,#,.,#,#,.,#,#,.,#,.,#,.,#,#,.,.,.,.,.,#,#,#,#,.,#,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,#,#,#,#,.,.,.,.,#,#,.,.,#,.,#,.,.,.,#,#,#,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,#,#,#,#,.,.,#,.,#,#,.,#,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,.,.,#,.,.,.,#,.,#,#,#,.,#,#,#,.,#,.,#,.,#,.,.,#,.,#,#,.,#,.,#,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,#,.,.,#,.,.,#,#,.,#,#,.,#,#,.,#,.,.,.,.,.,#,#,.,.,.,#,#,.,.,#,#,#,.,.,#,.,.,#
#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,#,.,#,#,#,.,#,.,.,.,#,.,.,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,#,#,.,#,.,#,#,.,.,.,.,#,.,#,.,#,.,.,#,#,#,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,#,.,#,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,#,#,#,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,#,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,#,#,#,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,#,#,.,.,.,.,#,.,#,.,.,.,.,.,.,#,#,#,.,#,.,#,#,#,.,.,.,.,#,#,.,.,#,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,#,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,#,.,.,.,.,.,.,#,#,.,#,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,.,.,.,#,.,.,#,#,#,.,#,#,.,#,.,#,.,.,.,.,.,.,#,#,.,#,.,.,#,.,.,#,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,#,.,.,#,.,#,#,.,.,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,#,.,.,#,#,.,.,#,.,.,.,#,.,.,#,#,#,.,#,.,#,#,#,.,.,.,.,#,#,.,.,#,.,#,.,#,.
#,.,#,.,#,#,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,#,#,.,#,#,#,#,.,.,.,.,#,.,.,#,.,.,#,.,#,#,#,.,#,.,#,.,.,.,#,#,#,.,#,#,#,.,.,.,#,.,#,#,.,.,.,#,#,#,.,#,#,.,#,#,#,#,#,.,.,#,.,#,.,.,#,#,.,.,#,.,#,#,#,.,.,.,.,#,.,#,#,.,.,.,#,#,.,.,.,#,.,#,#,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,#,#,.,.,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,#,#,#,#,.,.,#,.,.,#,.,#,#,#,.,.,.,#,#,.,.,#,.,#,#,.,#,.,.,#,.,#,.,#,.,#,#,#,#,#,.,.,#,.,#,#,.,#,.,.,#,.,#,#,.,.,.,#,#,.,.,#,#,.,.,.,#,.,#,.,#,#,.,#,.,.,.,.,#,#,.,.,#,.,.,#,#,#,#,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,#,.,#,#,#,.,.,#,#,#,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,#,#,#,.,.,#,#,#,.,#,.,#,.,#,.,#,.,#,.,.,#,#,#,#,#,.,#,.,.,#,.,.,.,.,#,.,#,.,#,#,.,.,.,.,#,.,.,.,.,#,#,#,.,#,#,.,#,.,#,.,#,.,.,.,#,#,.,#,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,#,#,.,.,.,#,.,#,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,.,#,#,#,.,#,#,.,.,.,#,#,.,.,.,#,.,.,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,#,#,.,.,.,#,#,#,#,#,.,.,.,#,.,.,#,.,.,.
#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,#,#,.,#,.,#,#,.,.,.,.,.,.,#,#,#,.,.,#,#,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,.,#,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,#,.,.,.,#,.,.,#,.,.,#,#,.,#,.,#,.,.,.,#,#,#,#,#,.,.,#,.,#,#,#,.,.,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,.,#,#,#,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,#,#,#,.,.,.,#,.,.,.,.,.,#,#,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,#,.,.,.,.,.,#,.,.,.,.,#,.,#,#,.,.,.,.,.,#,#,#,.,#,.,#,.,.,#,#,#,#,.,#,.,.,#,.,#,.,#,#,#,.,.,#,.,#,#,#,.,.,.,.,.,.,#,.,#,#,.,.,#,#,#,#,.,.,.,#,#,.,.,#,.,.,#,.,#,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,#,#,#,#,.,#,#,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,#,.,.,.,#,#,.,.,#,.,.,#,#,#,.,.,#,.,.,#,.,.,#,.,.,#,#,.,.,#,.,.,.,.,#,.,.,#,#,#,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,#,#,#,.,.,.,#,#,#,#,#,#,.,.,.,#,.,#,.,#,#,#,.,.,#,.,#,#,.,.,.,.,#,#,.,#,#,#,#,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,#,.,#,.,#
#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,.,#,.,.,#,.,.,#,#,#,.,#,.,.,#,.,#,#,#,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,.,.,#,#,.,.,.,.,#,#,.,.,#,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,.,#,#,#,.,.,#,.,.,#,.,#,.,#,#,#,.,.,.,#,#,.,.,.,.,#,.,.,#,.,.,.,.,#,#,.,.,.,.,#,#,#,#,.,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,#,#,.,.,#,.,.,#,.,.,.,#,#,.,.,.,.,#,#,.,#,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,#,.,.,.,#,.,.,#,.,#,#,.,#,.,.,#,#,.,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,#,#,#,.,#,.,#,#,#,#,.,#,#,.,#,.,.,#,.,#,.,#,.,#,.,#,#,.,.,.,.,.,.,#,.,#,#,#,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,#,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,#,.,.,.,.,#,#,#,.,#,.,.,.,.,#,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,#,#,.,#,.,.,.,#,#,#,#,#,#,#,.,#,#,.,.,.,#,.,.,.,.,.
#,#,.,.,#,#,.,.,#,.,.,#,#,#,.,.,.,#,.,#,.,#,.,#,.,.,.,#,#,.,.,#,#,#,.,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,#,.,.,.,#,#,.,#,.,.,#,.,.,#,#,#,#,#,.,.,.,#,#,.,.,.,#,.,.,#,#,#,.,#,#,.,#,#,.,#,.,#,#,.,.,.,#,#,.,.,.,#,#,#,.,.,#,.,.,#,.,#,.,.,#,#,.,.,.,.,#,.,.,.,#,#,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,#,#,#,#,.,#,.,.,#,#,#,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,#,.,.,#,.,.,#,#,.,#,#,.,#,.,.,#,#,.,.,#,.,#,.,.,.,.,#,.,.,#,#,.,.,.,#,#,.,.,.,#,#,#,.,.,.,.,#,#,.,#,#,.,.,.,#,#,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,#,#,.,.,#,.,.,#,.,.,.,#,#,#,#,#,.,#,#,.,.,.,#,.,.,.,.,#,#,#,.,.,#,#,.,#,.,.,#,.,.,#,#,.,#,#,#,#,.,#,.,#,.,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,#,#,#,#,#,.,#,.,#,.,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,#,#,#,.,.,.,.,#,.,#,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,#,#,#,#,#,#,.,.,#,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,#,#,#,.,#,#,.,#
#,.,.,#,.,#,.,#,#,#,.,.,.,#,#,#,.,.,.,#,.,#,.,.,#,#,.,.,.,.,#,.,.,.,#,#,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,#,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,.,.,.,#,#,#,.,.,#,.,#,.,.,.,#,#,.,.,#,#,.,#,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,#,.,.,.,#,.,#,.,.,#,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,#,#,.,.,#,.,.,#,#,#,.,#,.,#,#,.,.,#,.,#,#,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,#,#,#,#,.,#,.,#,#,#,#,.,.,.,#,#,.,#,#,.,.,#,.,.,#,.,#,#,.,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,.,#,.,#,.,#,#,.,#,.,#,.,.,#,.,#,#,#,.,.,.,.,.,.,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,#,.,.,#,#,.,#,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,#,.,#,.,#,#,.,.,.,.,#,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,.,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,.,.
#,.,#,#,.,#,.,.,#,.,#,#,.,.,.,.,#,#,.,#,.,.,#,#,#,.,.,#,.,#,#,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,#,#,.,#,.,#,.,#,#,.,#,#,#,.,.,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,#,#,.,.,#,.,.,.,#,.,#,#,.,#,.,.,#,#,#,.,#,.,#,.,#,.,#,#,.,.,.,#,#,.,#,#,.,#,.,.,.,#,.,.,#,#,.,#,#,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,#,#,.,.,.,.,#,.,#,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,.,.,#,#,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,#,#,#,.,.,.,.,.,#,.,#,.,.,.,.,#,#,.,#,#,.,#,#,.,.,.,#,#,.,#,.,.,#,.,#,#,.,.,#,.,#,.,#,#,.,#,.,.,#,#,.,.,.,.,.,.,#,.,#,.,#,#,#,#,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,#,#,#,.,.,.,#,#,#,.,#,#,#,#,#,#,.,#,.,#,.,#,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,#,#,#,.,#,.,#,.,.,#,#,.,#,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,#,.,#,.,.,#,.,#,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,#,#,.,#
